ItemKey,author,booktitle,title,year,volume,number,pages,abstract,keywords,doi,ISSN,month,status,PublicationDate,city,country,journal,url,publisher
Sayed2000,"A.H. Sayed,  T. Y. Al-Naffouri and T. Kailath",,Robust Estimation for Uncertain Models in a Data Fusion Scenario,2000,33,15,899--904,"This paper formulates and solves a parameter estimation problem that shows how to combine, in a certain optimal and robust manner, measurements that arise from a finite collection of uncertain models. This scenario occurs, for example, in data fusion applications and in cases that involve systems that can operate under different failure conditions. An example in the context of macroscopic diversity in wireless cellular systems is considered.",,10.1016/S1474-6670(17)39867-1,,Jan,Published,2000-01-01 00:00:00,,,IFAC Proceedings Volumes,http://linkinghub.elsevier.com/retrieve/pii/S1474667017398671,Elsevier
Naffouri2001M,T. Y. Al-Naffouri and A. H. Sayed,IEEE-EURASIP Workshop on Nonlinear Signal and Image Process,Mean-square analysis of adaptive filters? Part I: The Data nonlinearity case,2001,,,,,,,,Jan,Published,2001-01-01 00:00:00,Baltimore,USA,,,
Oteri2003,O. Oteri and T. Y. Al-Naffouri and O. Awoniyi and A. Paulraj,Wireless Networking Symp,Joint channel/data recovery in STBC MIMO-OFDM,2003,,,,,,,,Jan,Published,2003-01-01 00:00:00,Austin,USA,,,
Naffouri2006Blu,T. Y. Al-Naffouri,4th Int. Forum of Engineering Education (IFEE),Blurring the academic boundaries: Producing sustainable competitive advantage,2006,,,,,,,,Jan,Published,2006-01-01 00:00:00,Sharjah,UAE,,,
5671005,H. Abeida and T. Y. Al-Nafouri and S. Al-Ghadhban,2010 IEEE 11th International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),Data-aided SNR estimation in time-variant Rayleigh fading channels,2010,,,1-5,"This paper addresses the data-aided signal-to-noise ratio (SNR) estimation in time-variant flat Rayleigh fading channels. The time-variant fading channel is modeled by considering the Jakes' model and the first order autoregressive (AR1) model. Closed-form expressions of the Cramér-Rao bound (CRB) for data-aided SNR estimation are derived for fast and slow fading Rayleigh channels. As a special case, the CRB under uncorrelated fading Rayleigh channel is derived. Analytical approximate expressions of the CRB are derived for low and high SNR that enable the derivation of a number of properties that describe the bound's dependence on key parameters such as SNR, channel correlation, sample number. Since the exact maximum likelihood (ML) estimator is computationally intensive in the case of fast-fading channel, two approximate solutions are proposed for high and low SNR cases. Numerical results illustrate the performance of the estimators and confirm the validity of the theoretical analysis.",Rayleigh channels;autoregressive processes;correlation methods;maximum likelihood estimation;signal processing;CRB;Cramér-Rao bound;ML estimator;analytical approximate expressions;autoregressive model;channel correlation;closed-form expressions;data-aided SNR estimation;data-aided signal-to-noise ratio estimation;fast-fading channel;maximum likelihood estimator;sample number;time-variant Rayleigh fading channels;Artificial neural networks;Signal to noise ratio;AR1 channel model;Cramér Rao bound;Jakes channel model;ML estimator;SNR estimation;Time-varying fading channel,10.1109/SPAWC.2010.5671005,1948-3244,Jan,Published,2010-01-01 00:00:00,,,,,
7096516,H. Abeida and T. Y. Al-Nafouri,2010 18th European Signal Processing Conference,Data-aided DOA estimation of single source with time-variant Rayleigh amplitudes,2010,,,1359-1363,"This paper focuses on the data-aided (DA) direction of arrival (DOA) estimation of a single narrow-band source in time-varying Rayleigh fading amplitude. The time-variant fading amplitude is modeled by considering the Jakes' and the first order autoregressive (AR1) correlation models. Closed-form expressions of the CRB for DOA alone are derived for fast and slow Rayleigh fading amplitude. As a special case, the CRB under uncorrelated fading Rayleigh channel is derived. A analytical approximate expressions of the CRB are derived for low and high SNR that enable the derivation of a number of properties that describe the bound's dependence on key parameters such as SNR, channel correlation. A high signal-to-noise-ratio maximum likelihood (ML) estimator based on the AR1 correlation model is derived. The main objective is to reduce algorithm complexity to a single-dimensional search on the DOA parameter alone as in the static-channel DOA estimator. Finally, simulation results illustrate the performance of the estimator and confirm the validity of the theoretical analysis.",Rayleigh channels;channel estimation;direction-of-arrival estimation;maximum likelihood estimation;channel correlation;data-aided DOA estimation;direction of arrival estimation;fading Rayleigh channel;first order autoregressive correlation models;maximum likelihood estimator;single narrow-band source;time-variant Rayleigh amplitudes;time-variant fading amplitude;Correlation;Direction-of-arrival estimation;Maximum likelihood estimation;Rayleigh channels;Signal to noise ratio;AR1 channel model;Cramér Rao bound;DOA estimation;Jakes' channel model;ML estimator;Time-varying fading channel,,2219-5491,Jan,Published,2010-01-01 00:00:00,,,,,
Masood2012Non,Mudassir Masood and T. Y. Al-Naffouri,15th. Saudi Technical Exchange Meeting (STEM),Non-Gaussian prior Fast Bayesian Matching Pursuit,2012,,,,,,,,Jan,Published,2012-01-01 00:00:00,Dhahran,Saudi Arabia,,,
Rauf2012PIR,O. Rauf and A. A. Quadeer and M. S. Sharawi and T. Y. Al-Naffouri,"Int. Conf. on Inform. Science, Signal Process. and their applications (ISSPA)",RIR estimation using impulsive sources with sub-Nyquist sampling,2012,,,,,,,,Jan,Published,2012-01-01 00:00:00,Montreal,Canada,,,
7362408,M. T. Alkhodary and T. Ballal and T. Y. Al-Najfouri and A. H. Muqaibel,2015 23rd European Signal Processing Conference (EUSIPCO),Low-sampling-rate M-ary multiple access UWB communications in multipath channels,2015,,,374-378,"The desirable characteristics of ultra-wideband (UWB) technology are challenged by formidable sampling frequency, performance degradation in the presence of multi-user interference, and complexity of the receiver due to the channel estimation process. In this paper, a low-rate-sampling technique is used to implement M-ary multiple access UWB communications, in both the detection and channel estimation stages. A novel approach is used for multiple-access-interference (MAI) cancelation for the purpose of channel estimation. Results show reasonable performance of the proposed receiver for different number of users operating many times below Nyquist rate.",channel estimation;interference suppression;multi-access systems;multipath channels;radio receivers;signal detection;signal sampling;ultra wideband communication;wireless channels;MAI cancelation;Nyquist rate;channel estimation process;low-sampling-rate M-ary multiple access UWB communication;multipath channel;multiple access interference cancelation;multiuser interference;receiver complexity;ultra wideband technology;Channel estimation;Correlation;Europe;Interference;Modulation;Receivers;Channel Estimation;Low Sampling;Multiple-access-interference cancelation;Ultra-Wideband,10.1109/EUSIPCO.2015.7362408,,Jan,Published,2015-01-01 00:00:00,,,,,
4036232,T. Y. Al-naffouri and M. Sharif and B. Hassibi,2006 IEEE International Symposium on Information Theory,How Much Does Transmit Correlation Affect the Sum-Rate of MIMO Downlink Channels?,2006,,,1574-1578,"This paper considers the effect of spatial correlation between transmit antennas on the sum-rate capacity of the MIMO broadcast channel (i.e., downlink of a cellular system).Specifically, for a system with a large number of users n, we analyze the scaling laws of the sum-rate for the dirty paper coding and for different types of beamforming transmissionschemes. When the channel is i.i.d., it has been shown that for large n, the sum rate is equal to M log log n + M log P/M + o(1) where M is the number of transmit antennas, P is theaverage signal to noise ratio, and o(1) refers to terms that go to zero as n rarr infin. When the channel exhibits some spatial correlation with a covariance matrix R (non-singularwith tr(R)=M), we prove that the sum rate of dirty paper coding is M log log n + M log P/M + log det(R) + o(1). We further show that the sum-rate of various beamforming schemesachieves M log log n + M log P/M + M log c + o(1) where c les 1 depends on the type of beamforming. We can in fact compute c for random beamforming proposed in M. Sharif et al. (2005)and more generally, for random beamforming with preceding in which beams are pre-multiplied by a fixed matrix. Simulation results are presented at the end of the paper",MIMO systems;antenna arrays;broadcast channels;channel capacity;computational complexity;covariance matrices;radio links;transmitting antennas;wireless channels;MIMObroadcast channel;MIMO downlink channel sum-rate capacity;average signal to noise ratio;beamforming transmission schemes;covariance matrix;dirty paper coding;multiple input multipleoutput systems;random beamforming;spatial correlation;transmit antennas;transmit correlation;Array signal processing;Base stations;Broadband antennas;Broadcasting;Covariancematrix;Downlink;MIMO;Signal to noise ratio;Transmitters;Transmitting antennas,10.1109/ISIT.2006.261541,2157-8095,Jan,Published,2006-01-01 00:00:00,,,,,
7510709,R. Arshad and H. ElSawy and S. Sorour and T. Y. Al-Naffouri and M. S. Alouini,2016 IEEE International Conference on Communications (ICC),Handover management in dense cellular networks: A stochastic geometry approach,2016,,,1-7,"Cellular operators are continuously densifying their networks to cope with the ever-increasing capacity demand. Furthermore, an extreme densification phase for cellularnetworks is foreseen to fulfill the ambitious fifth generation (5G) performance requirements. Network densification improves spectrum utilization and network capacity by shrinking basestations' (BSs) footprints and reusing the same spectrum more frequently over the spatial domain. However, network densification also increases the handover (HO) rate, which maydiminish the capacity gains for mobile users due to HO delays. In highly dense 5G cellular networks, HO delays may neutralize or even negate the gains offered by network densification.In this paper, we present an analytical paradigm, based on stochastic geometry, to quantify the effect of HO delay on the average user rate in cellular networks. To this end, wepropose a flexible handover scheme to reduce HO delay in case of highly dense cellular networks. This scheme allows skipping the HO procedure with some BSs along users' trajectories.The performance evaluation and testing of this scheme for only single HO skipping shows considerable gains in many practical scenarios.",cellular radio;mobility management (mobile radio);5G cellular networks;dense cellular networks;fifth generation;handover management;handover rate;network capacity;networkdensification;performance evaluation;performance testing;shrinking base stations;spectrum utilization;stochastic geometry approach;Delays;Geometry;Handover;Interference;Mobilecommunication;Mobile computing;Trajectory;Dense Cellular Networks;Handover Management;Stochastic Geometry,10.1109/ICC.2016.7510709,,Jan,Published,2016-01-01 00:00:00,,,,,
6811744,T. Y. Al-Naffouri and M. Moinuddin,21st European Signal Processing Conference (EUSIPCO 2013),Exact tracking analysis of the NLMS algorithm for correlated Gaussian inputs,2013,,,1-5,"This work presents an exact tracking analysis of the Normalized Least Mean Square (NLMS) algorithm for circular complex correlated Gaussian inputs. Unlike the existing works,the analysis presented neither uses separation principle nor small step-size assumption. The approach is based on the derivation of a closed form expression for the cumulativedistribution function (CDF) of random variables of the form (∥u∥D12)(∥u∥D22)-1 where u is a white Gaussian vector and D1 and D2 are diagonal matrices and using that to derive the firstand second moments of such variables. These moments are then used to evaluate the tracking behavior of the NLMS algorithm in closed form. Thus, both the steady-state mean-square-error(MSE) and mean-square-deviation (MSD )tracking behaviors of the NLMS algorithm are evaluated. The analysis is also used to derive the optimum step-size that minimizes the excess MSE(EMSE). Simulations presented for the steady-state tracking behavior support the theoretical findings for a wide range of step-size and input correlation.",Gaussian distribution;adaptive filters;least mean squares methods;matrix algebra;random processes;vectors;CDF;EMSE;MSD;NLMS algorithm;adaptive filters;correlated Gaussianinputs;cumulative distribution function;diagonal matrices;exact tracking analysis;excess MSE;mean-square-deviation;normalized least mean square algorithm;random variables;steady-statemean-square-error;white Gaussian vector;Algorithm design and analysis;Analytical models;Correlation;Mathematical model;Random variables;Steady-state;Vectors;Adaptive filters;NLMSalgorithm;Tracking analysis,,2219-5491,Jan,Published,2013-01-01 00:00:00,,,,,
6310445,M. Omer and A. A. Quadeer and M. S. Sharawi and T. Y. Al-Naffouri,"2012 11th International Conference on Information Science, Signal Processing and their Applications (ISSPA)",Time delay estimation in a reverberant environment by low rate sampling of impulsive acoustic sources,2012,,,1050-1055,This paper presents a new method of time delay estimation (TDE) using low sample rates of an impulsive acoustic source in a room environment. The proposed method finds thetime delay from the room impulse response (RIR) which makes it robust against room reverberations. The RIR is considered a sparse phenomenon and a recently proposed sparse signalreconstruction technique called orthogonal clustering (OC) is utilized for its estimation from the low rate sampled received signal. The arrival time of the direct path signal at apair of microphones is identified from the estimated RIR and their difference yields the desired time delay. Low sampling rates reduce the hardware and computational complexity anddecrease the communication between the microphones and the centralized location. The performance of the proposed technique is demonstrated by numerical simulations and experimentalresults.,acoustic signal processing;computational complexity;microphones;numerical analysis;signal reconstruction;signal sampling;RIR;TDE;computational complexity;hardwarecomplexity;impulsive acoustic sources;low rate sampled received signal;microphones;numerical simulations;orthogonal clustering;reverberant environment;room environment;room impulseresponse;room reverberations;sparse signal reconstruction technique;time delay estimation;Correlation;Delay effects;Estimation;Hardware;Microphones;Reverberation,10.1109/ISSPA.2012.6310445,,Jan,Published,2012-01-01 00:00:00,,,,,
7247067,A. Douik and H. Dahrouj and T. Y. Al-Naffouri and M. S. Alouini,2015 IEEE International Conference on Communication Workshop (ICCW),Cost-effective backhaul design using hybrid radio/free-space optical technology,2015,,,7-12,"The deluge of date rate in today's networks poses a cost burden on the backhaul network design. Developing cost efficient backhaul solutions becomes an interesting, yetchallenging, problem. Traditional technologies for backhaul networks include either radio-frequency backhauls (RF) or optical fibres (OF). While RF is a cost-effective solution ascompared to OF, it supports lower data rate requirements. Another promising backhaul solution that may combine both a high data rate and a relatively low cost is the free-space optics(FSO). FSO, however, is sensitive to nature conditions (e.g., rain, fog, line-ofsight, etc.). A more reliable alternative is, therefore, to combine RF and FSO solutions through ahybrid structure called hybrid RF/FSO. Consider a backhaul network, where the base-stations (BS) can be connected to each other either via OF or hybrid RF/FSO backhaul links. The paperaddresses the problem of minimizing the cost of backhaul planning under connectivity and data rates constraints, so as to choose the appropriate costeffective backhaul type between BSs(i.e., either OF or hybrid RF/FSO). The paper solves the problem using graph theory techniques by introducing the corresponding planning graph. It shows that under a specifiedrealistic assumption about the cost of OF and hybrid RF/FSO links, the problem is equivalent to a maximum weight clique problem, which can be solved with moderate complexity.Simulation results show that our proposed solution shows a close-to-optimal performance, especially for practical prices of the hybrid RF/FSO.",cellular radio;cost reduction;graph theory;optical fibre networks;telecommunication network planning;backhaul planning cost minimization;base-stations;cellularnetworks;cost-effective backhaul network design;data rate requirements;free-space optics;graph theory techniques;hybrid FSO backhaul links;hybrid RF backhaul links;hybrid free-spaceoptical technology;hybrid radio technology;maximum weight clique problem;optical fibres;radio-frequency backhauls;Approximation methods;Hybrid power systems;Next generationnetworking;Planning;Radio frequency;Reliability;Transceivers;Network planning;backhaul network design;cost minimization;free-space optic;optical fibre,10.1109/ICCW.2015.7247067,2164-7038,Jan,Published,2015-01-01 00:00:00,,,,,
7178506,M. Masood and L. H. Afify and T. Y. Al-Naffouri,"2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Efficient collaborative sparse channel estimation in massive MIMO,2015,,,2924-2928,We propose a method for estimation of sparse frequency selective channels within MIMO-OFDM systems. These channels are independently sparse and share a common support. Themethod estimates the impulse response for each channel observed by the antennas at the receiver. Estimation is performed in a coordinated manner by sharing minimal information amongneighboring antennas to achieve results better than many contemporary methods. Simulations demonstrate the superior performance of the proposed method.,MIMO communication;OFDM modulation;channel estimation;estimation theory;transient response;MIMO-OFDM systems;collaborative sparse channel estimation;impulse response;massiveMIMO;minimal information;sparse frequency selective channels;Antenna arrays;Channel estimation;MIMO;OFDM;Receiving antennas;Reliability;OFDM;massive MIMO;sparse channel,10.1109/ICASSP.2015.7178506,1520-6149,Jan,Published,2015-01-01 00:00:00,,,,,
6034093,T. Y. Al-Naffouri and A. A. Quadeer and G. Caire,2011 IEEE International Symposium on Information Theory Proceedings,Impulsive noise estimation and cancellation in DSL using orthogonal clustering,2011,,,2841-2845,"Impulsive noise is the bottleneck that limits the distance at which DSL communications can take place. By considering impulsive noise a sparse vector, recently developedsparse reconstruction algorithms can be utilized to combat it. We propose an algorithm that utilizes the guard band null carriers for the impulsive noise estimation and cancellation.Instead of relying on ℓ1 minimization as done in some popular general-purpose compressive sensing (CS) schemes, the proposed method exploits the structure present in the problem andthe available a priori information jointly for sparse signal recovery. The computational complexity of the proposed algorithm is very low as compared to the sparse reconstructionalgorithms based on ℓ1 minimization. A performance comparison of the proposed method with other techniques, including ℓ1 minimization and another recently developed scheme for sparsesignal recovery, is provided in terms of achievable rates for a DSL line with impulse noise estimation and cancellation.",digital subscriber lines;interference suppression;minimisation;signal reconstruction;ℓ1 minimization;DSL;DSL communications;impulsive noise cancellation;impulsive noiseestimation;orthogonal clustering;sparse reconstruction algorithms;sparse signal recovery;Complexity theory;DSL;Estimation;Matching pursuitalgorithms;Minimization;Noise;OFDM;DSL;Impulsive noise;Sparse signal reconstruction;and Compressive sensing,10.1109/ISIT.2011.6034093,2157-8095,Jan,Published,2011-01-01 00:00:00,,,,,
6292950,M. S. Sohail and T. Y. Al-Naffouri and S. N. Al-Ghadhban,2012 IEEE 13th International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),Narrow band interference cancelation in OFDM: Astructured maximum likelihood approach,2012,,,45-49,This paper presents a maximum likelihood (ML) approach to mitigate the effect of narrow band interference (NBI) in a zero padded orthogonal frequency division multiplexing(ZP-OFDM) system. The NBI is assumed to be time variant and asynchronous with the frequency grid of the ZP-OFDM system. The proposed structure based technique uses the fact that theNBI signal is sparse as compared to the ZP-OFDM signal in the frequency domain. The structure is also useful in reducing the computational complexity of the proposed method. The paperalso presents a data aided approach for improved NBI estimation. The suitability of the proposed method is demonstrated through simulations.,OFDM modulation;computational complexity;frequency-domain analysis;interference suppression;maximum likelihood estimation;radio networks;ML approach;NBI;ZP-OFDM signalsystem;computational complexity;frequency grid;frequency-domain analysis;narrow band interference cancelation;structured maximum likelihood approach;time variant;zero padded orthogonalfrequency division multiplexing system;Estimation;Frequency domain analysis;Interference;Noise;OFDM;Receivers;Vectors,10.1109/SPAWC.2012.6292950,1948-3244,Jan,Published,2012-01-01 00:00:00,,,,,
5206022,B. H. Khan and M. Debbah and O. Ryan and T. Y. Al-Naffouri,2009 IEEE International Symposium on Information Theory,Estimation of the distribution of randomly deployed wireless sensors,2009,,,2413-2417,"The distribution of randomly deployed wireless sensors plays an important role in the quality of the methods used for data acquisition and signal reconstruction.Mathematically speaking, the estimation of the distribution of randomly deployed sensors can be related to computing the spectrum of Vandermonde matrices with non-uniform entries. Inthis paper, we use the recent free deconvolution framework to recover, in noisy environments, the asymptotic moments of the structured random Vandermonde matrices and relate thesemoments to the distribution of the randomly deployed sensors. Remarkably, the results are valid in the finite case using only a limited number of sensors and samples.",matrix algebra;wireless sensor networks;asymptotic moments;data acquisition;deconvolution framework;non-uniform entries;randomly deployed wireless sensors;signalreconstruction;structured random Vandermonde matrices;Additive white noise;Deconvolution;Gaussian noise;Minerals;Petroleum;Signal reconstruction;Temperature measurement;Temperaturesensors;Wireless sensor networks;Working environment noise,10.1109/ISIT.2009.5206022,2157-8095,Jan,Published,2009-01-01 00:00:00,,,,,
6692503,S. Sorour and N. Aboutorab and P. Sadeghi and M. S. Karim and T. Y. Al-Naffouri and M. S. Alouini,2013 IEEE 77th Vehicular Technology Conference (VTC Spring),Delay Reduction in Persistent Erasure Channels for Generalized Instantly Decodable Network Coding,2013,,,1-5,"In this paper, we consider the problem of minimizing the decoding delay of generalized instantly decodable network coding (G-IDNC) in persistent erasure channels (PECs). Bypersistent erasure channels, we mean erasure channels with memory, which are modeled as a Gilbert-Elliott two-state Markov model with good and bad channel states. In this scenario, thechannel erasure dependence, represented by the transition probabilities of this channel model, is an important factor that could be exploited to reduce the decoding delay. We firstformulate the G-IDNC minimum decoding delay problem in PECs as a maximum weight clique problem over the G-IDNC graph. Since finding the optimal solution of this formulation is NP-hard,we propose two heuristic algorithms to solve it and compare them using extensive simulations. Simulation results show that each of these heuristics outperforms the other in certainranges of channel memory levels. They also show that the proposed heuristics significantly outperform both the optimal strict IDNC in the literature and the channel-unaware G-IDNCalgorithms.",Markov processes;decoding;network coding;G-IDNC graph;Gilbert-Elliott two-state Markov model;NP-hard;PEC;channel erasure dependence;channel memory levels;channel-unawaregeneralized instantly decodable network coding algorithms;decoding delay reduction;heuristic algorithms;maximum weight clique problem;persistent erasure channels;transitionprobabilities;Algorithm design and analysis;Decoding;Delays;Educational institutions;Heuristic algorithms;Network coding;Receivers,10.1109/VTCSpring.2013.6692503,1550-2252,Jan,Published,2013-01-01 00:00:00,,,,,
